County|Contest|Candidate|CountyVotes|CountyPercent|StateVotes|StatePercent
Wallace|Attorney General|R-Derek Schmidt|484|80|453629|55
Wallace|State Treasurer|D-Dennis McKinney|221|37|334245|41
Wallace|State Treasurer|R-Ron Estes|384|64|474175|59
Wallace|Supreme Court Justice- 01|Carol A. Beier  - YES|200|40|439474|63
Wallace|Supreme Court Justice- 01|Carol A. Beier - NO|296|60|256806|37
Wallace|Supreme Court Justice- 02|Dan Biles  - YES|198|40|424952|62
Wallace|Supreme Court Justice- 02|Dan Biles - NO|295|60|261169|38
Wallace|Supreme Court Justice- 03|Lawton R. Nuss  - YES|201|41|428828|63
Wallace|Supreme Court Justice- 03|Lawton R. Nuss - NO|293|59|257019|38
Wallace|Supreme Court Justice- 05|Marla J. Luckert  - YES|198|40|428714|63
Wallace|Supreme Court Justice- 05|Marla J. Luckert - NO|295|60|255057|37
Wallace|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|543|92|710255|89
Wallace|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|47|8|91004|11
Wallace|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|338|59|493764|62
Wallace|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|236|41|297382|38
Washington|United States Senate|D-Lisa Johnston|184|9|215270|26
Washington|United States Senate|L-Michael Wm. Dann|22|1|17437|2
Washington|United States Senate|F-Joseph (Joe) K. Bellis|26|1|11356|1
Washington|United States Senate|R-Jerry Moran|1911|89|578768|70
Washington|United States House of Representatives 001|D-Alan Jilka|314|15|43385|23
Washington|United States House of Representatives 001|L-Jack Warner|51|2|6415|3
Washington|United States House of Representatives 001|R-Tim Huelskamp|1748|83|140447|74
Washington|Governor / Lt. Governor|D-Tom Holland|340|16|264214|32
Washington|Governor / Lt. Governor|L-Andrew P. Gray|36|2|21932|3
Washington|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|45|2|15050|2
Washington|Governor / Lt. Governor|R-Sam Brownback|1722|80|522540|63
Washington|Secretary of State|D-Chris Biggs|441|21|302102|37
Washington|Secretary of State|L-Phillip Horatio Lucas|23|1|16946|2
Washington|Secretary of State|F-Derek Langseth|33|2|13482|2
Washington|Secretary of State|R-Kris Kobach|1591|76|482979|59
Washington|Attorney General|D-Steve Six|584|28|342004|42
Washington|Attorney General|L-Dennis Hawver|48|2|24000|3
Washington|Attorney General|R-Derek Schmidt|1485|70|453629|55
Washington|State Treasurer|D-Dennis McKinney|584|29|334245|41
Washington|State Treasurer|R-Ron Estes|1468|72|474175|59
Washington|Kansas House of Representatives 106|L-Philip Skip H. Breitmeyer|283|14|1031|16
Washington|Kansas House of Representatives 106|R-Sharon Schwartz|1774|86|5635|85
Washington|Supreme Court Justice- 01|Carol A. Beier  - YES|920|54|439474|63
Washington|Supreme Court Justice- 01|Carol A. Beier - NO|800|47|256806|37
Washington|Supreme Court Justice- 02|Dan Biles  - YES|876|52|424952|62
Washington|Supreme Court Justice- 02|Dan Biles - NO|804|48|261169|38
Washington|Supreme Court Justice- 03|Lawton R. Nuss  - YES|896|53|428828|63
Washington|Supreme Court Justice- 03|Lawton R. Nuss - NO|791|47|257019|38
Washington|Supreme Court Justice- 05|Marla J. Luckert  - YES|866|52|428714|63
Washington|Supreme Court Justice- 05|Marla J. Luckert - NO|787|48|255057|37
Washington|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|1837|94|710255|89
Washington|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|122|6|91004|11
Washington|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|1177|61|493764|62
Washington|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|761|39|297382|38
Wichita|United States Senate|D-Lisa Johnston|55|7|215270|26
Wichita|United States Senate|L-Michael Wm. Dann|9|1|17437|2
Wichita|United States Senate|F-Joseph (Joe) K. Bellis|2|0|11356|1
Wichita|United States Senate|R-Jerry Moran|701|91|578768|70
Wichita|United States House of Representatives 001|D-Alan Jilka|117|15|43385|23
Wichita|United States House of Representatives 001|L-Jack Warner|15|2|6415|3
Wichita|United States House of Representatives 001|R-Tim Huelskamp|628|83|140447|74
Wichita|Governor / Lt. Governor|D-Tom Holland|98|13|264214|32
Wichita|Governor / Lt. Governor|L-Andrew P. Gray|13|2|21932|3
Wichita|Governor / Lt. Governor|F-Kenneth (Ken) W. Cannon|10|1|15050|2
Wichita|Governor / Lt. Governor|R-Sam Brownback|639|84|522540|63
Wichita|Secretary of State|D-Chris Biggs|145|19|302102|37
Wichita|Secretary of State|L-Phillip Horatio Lucas|13|2|16946|2
Wichita|Secretary of State|F-Derek Langseth|11|2|13482|2
Wichita|Secretary of State|R-Kris Kobach|578|77|482979|59
Wichita|Attorney General|D-Steve Six|180|24|342004|42
Wichita|Attorney General|L-Dennis Hawver|23|3|24000|3
Wichita|Attorney General|R-Derek Schmidt|559|73|453629|55
Wichita|State Treasurer|D-Dennis McKinney|228|31|334245|41
Wichita|State Treasurer|R-Ron Estes|515|69|474175|59
Wichita|Supreme Court Justice- 01|Carol A. Beier  - YES|289|47|439474|63
Wichita|Supreme Court Justice- 01|Carol A. Beier - NO|326|53|256806|37
Wichita|Supreme Court Justice- 02|Dan Biles  - YES|275|46|424952|62
Wichita|Supreme Court Justice- 02|Dan Biles - NO|322|54|261169|38
Wichita|Supreme Court Justice- 03|Lawton R. Nuss  - YES|296|49|428828|63
Wichita|Supreme Court Justice- 03|Lawton R. Nuss - NO|303|51|257019|38
Wichita|Supreme Court Justice- 05|Marla J. Luckert  - YES|273|46|428714|63
Wichita|Supreme Court Justice- 05|Marla J. Luckert - NO|317|54|255057|37
Wichita|Constitutional Amendment 1 - Bear Arms|C.A. #1 -  YES|694|92|710255|89
Wichita|Constitutional Amendment 1 - Bear Arms|C.A. #1 - NO|57|8|91004|11
Wichita|Constitutional Amendment 2 - Vote Rights|C.A. #2  - YES|397|54|493764|62
Wichita|Constitutional Amendment 2 - Vote Rights|C.A. #2 - NO|335|46|297382|38
